uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AL,OUTRAS,OUTRO,"< 9",M,4
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,5
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,5
AL,OUTRAS,VIA_PUBLICA,"< 9",F,2
AL,OUTRAS,VIA_PUBLICA,"< 9",M,3
AL,COVID,HOSPITAL,"< 9",F,2
AL,COVID,HOSPITAL,"< 9",M,7
AL,INDETERMINADA,HOSPITAL,"< 9",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,22
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,27
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AL,PNEUMONIA,DOMICILIO,"< 9",M,2
AL,PNEUMONIA,HOSPITAL,"< 9",F,22
AL,PNEUMONIA,HOSPITAL,"< 9",M,28
AL,PNEUMONIA,OUTRO,"< 9",F,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
AL,SEPTICEMIA,HOSPITAL,"< 9",F,65
AL,SEPTICEMIA,HOSPITAL,"< 9",M,77
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
AL,SRAG,HOSPITAL,"< 9",F,1
AL,SRAG,HOSPITAL,"< 9",M,3
AM,OUTRAS,DOMICILIO,"< 9",F,36
AM,OUTRAS,DOMICILIO,"< 9",M,36
AM,OUTRAS,HOSPITAL,"< 9",F,211
AM,OUTRAS,HOSPITAL,"< 9",I,2
AM,OUTRAS,HOSPITAL,"< 9",M,239
AM,OUTRAS,IGNORADO,"< 9",F,1
AM,OUTRAS,IGNORADO,"< 9",M,1
AM,OUTRAS,OUTRO,"< 9",F,21
AM,OUTRAS,OUTRO,"< 9",M,29
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
AM,OUTRAS,VIA_PUBLICA,"< 9",F,1
AM,OUTRAS,VIA_PUBLICA,"< 9",M,2
AM,COVID,DOMICILIO,"< 9",F,1
AM,COVID,HOSPITAL,"< 9",F,3
AM,COVID,HOSPITAL,"< 9",M,10
AM,INDETERMINADA,DOMICILIO,"< 9",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,21
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,31
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,9
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,9
AM,PNEUMONIA,DOMICILIO,"< 9",F,1
AM,PNEUMONIA,DOMICILIO,"< 9",M,2
AM,PNEUMONIA,HOSPITAL,"< 9",F,47
AM,PNEUMONIA,HOSPITAL,"< 9",M,62
AM,PNEUMONIA,OUTRO,"< 9",F,8
AM,PNEUMONIA,OUTRO,"< 9",M,13
AM,SEPTICEMIA,DOMICILIO,"< 9",M,1
AM,SEPTICEMIA,HOSPITAL,"< 9",F,72
AM,SEPTICEMIA,HOSPITAL,"< 9",M,104
AM,SEPTICEMIA,OUTRO,"< 9",F,5
AM,SEPTICEMIA,OUTRO,"< 9",M,12
AM,SRAG,DOMICILIO,"< 9",M,1
AM,SRAG,HOSPITAL,"< 9",F,6
AM,SRAG,HOSPITAL,"< 9",M,6
AM,SRAG,OUTRO,"< 9",M,1
AP,OUTRAS,DOMICILIO,"< 9",F,4
AP,OUTRAS,DOMICILIO,"< 9",M,4
AP,OUTRAS,HOSPITAL,"< 9",F,21
AP,OUTRAS,HOSPITAL,"< 9",M,31
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,2
AP,COVID,HOSPITAL,"< 9",F,2
AP,COVID,HOSPITAL,"< 9",M,3
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,3
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,2
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AP,PNEUMONIA,HOSPITAL,"< 9",F,9
AP,PNEUMONIA,HOSPITAL,"< 9",M,11
AP,SEPTICEMIA,HOSPITAL,"< 9",F,16
AP,SEPTICEMIA,HOSPITAL,"< 9",M,15
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AP,SRAG,HOSPITAL,"< 9",F,2
BA,OUTRAS,DOMICILIO,"< 9",F,23
BA,OUTRAS,DOMICILIO,"< 9",M,38
BA,OUTRAS,HOSPITAL,"< 9",F,449
BA,OUTRAS,HOSPITAL,"< 9",I,15
BA,OUTRAS,HOSPITAL,"< 9",M,503
BA,OUTRAS,IGNORADO,"< 9",F,1
BA,OUTRAS,IGNORADO,"< 9",M,2
BA,OUTRAS,OUTRO,"< 9",F,4
BA,OUTRAS,OUTRO,"< 9",I,1
BA,OUTRAS,OUTRO,"< 9",M,10
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,31
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,22
BA,OUTRAS,VIA_PUBLICA,"< 9",F,2
BA,OUTRAS,VIA_PUBLICA,"< 9",M,2
BA,COVID,HOSPITAL,"< 9",F,5
BA,COVID,HOSPITAL,"< 9",M,17
BA,INDETERMINADA,DOMICILIO,"< 9",M,2
BA,INDETERMINADA,HOSPITAL,"< 9",F,1
BA,INDETERMINADA,HOSPITAL,"< 9",I,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,4
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,5
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,114
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,184
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,6
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",I,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,10
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,4
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,2
BA,PNEUMONIA,HOSPITAL,"< 9",F,73
BA,PNEUMONIA,HOSPITAL,"< 9",I,1
BA,PNEUMONIA,HOSPITAL,"< 9",M,96
BA,PNEUMONIA,IGNORADO,"< 9",F,2
BA,PNEUMONIA,OUTRO,"< 9",F,1
BA,PNEUMONIA,OUTRO,"< 9",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
BA,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
BA,SEPTICEMIA,DOMICILIO,"< 9",M,1
BA,SEPTICEMIA,HOSPITAL,"< 9",F,173
BA,SEPTICEMIA,HOSPITAL,"< 9",I,2
BA,SEPTICEMIA,HOSPITAL,"< 9",M,219
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,5
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,8
BA,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
BA,SRAG,DOMICILIO,"< 9",F,1
BA,SRAG,HOSPITAL,"< 9",F,7
BA,SRAG,HOSPITAL,"< 9",M,4
BA,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",F,2
BA,SRAG,VIA_PUBLICA,"< 9",F,1
CE,OUTRAS,AMBULANCIA,"< 9",F,1
CE,OUTRAS,DOMICILIO,"< 9",F,16
CE,OUTRAS,DOMICILIO,"< 9",M,20
CE,OUTRAS,HOSPITAL,"< 9",F,342
CE,OUTRAS,HOSPITAL,"< 9",I,26
CE,OUTRAS,HOSPITAL,"< 9",M,392
CE,OUTRAS,IGNORADO,"< 9",F,5
CE,OUTRAS,IGNORADO,"< 9",M,1
CE,OUTRAS,OUTRO,"< 9",F,6
CE,OUTRAS,OUTRO,"< 9",M,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,8
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,10
CE,OUTRAS,VIA_PUBLICA,"< 9",F,1
CE,OUTRAS,VIA_PUBLICA,"< 9",M,5
CE,COVID,DOMICILIO,"< 9",F,1
CE,COVID,HOSPITAL,"< 9",F,14
CE,COVID,HOSPITAL,"< 9",M,21
CE,COVID,OUTRO,"< 9",F,1
CE,COVID,OUTRO,"< 9",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
CE,INDETERMINADA,AMBULANCIA,"< 9",M,1
CE,INDETERMINADA,HOSPITAL,"< 9",F,3
CE,INDETERMINADA,HOSPITAL,"< 9",M,1
CE,INDETERMINADA,POSTO_SAUDE,"< 9",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,5
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,3
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,34
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,43
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,2
CE,PNEUMONIA,AMBULANCIA,"< 9",F,1
CE,PNEUMONIA,DOMICILIO,"< 9",M,2
CE,PNEUMONIA,HOSPITAL,"< 9",F,58
CE,PNEUMONIA,HOSPITAL,"< 9",M,47
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
CE,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
CE,SEPTICEMIA,AMBULANCIA,"< 9",F,1
CE,SEPTICEMIA,DOMICILIO,"< 9",M,1
CE,SEPTICEMIA,HOSPITAL,"< 9",F,97
CE,SEPTICEMIA,HOSPITAL,"< 9",M,139
CE,SEPTICEMIA,OUTRO,"< 9",M,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
CE,SRAG,HOSPITAL,"< 9",F,6
CE,SRAG,HOSPITAL,"< 9",M,3
CE,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",F,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,OUTRAS,DOMICILIO,"< 9",F,4
DF,OUTRAS,DOMICILIO,"< 9",M,2
DF,OUTRAS,HOSPITAL,"< 9",F,121
DF,OUTRAS,HOSPITAL,"< 9",I,2
DF,OUTRAS,HOSPITAL,"< 9",M,141
DF,OUTRAS,IGNORADO,"< 9",F,8
DF,OUTRAS,IGNORADO,"< 9",I,1
DF,OUTRAS,IGNORADO,"< 9",M,11
DF,OUTRAS,OUTRO,"< 9",M,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,OUTRAS,VIA_PUBLICA,"< 9",M,2
DF,COVID,HOSPITAL,"< 9",F,6
DF,COVID,HOSPITAL,"< 9",M,5
DF,INDETERMINADA,HOSPITAL,"< 9",F,4
DF,INDETERMINADA,HOSPITAL,"< 9",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,3
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,18
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,23
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,PNEUMONIA,DOMICILIO,"< 9",M,1
DF,PNEUMONIA,HOSPITAL,"< 9",F,26
DF,PNEUMONIA,HOSPITAL,"< 9",M,19
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,SEPTICEMIA,HOSPITAL,"< 9",F,46
DF,SEPTICEMIA,HOSPITAL,"< 9",M,71
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,SRAG,HOSPITAL,"< 9",F,4
DF,SRAG,HOSPITAL,"< 9",M,6
ES,OUTRAS,DOMICILIO,"< 9",F,3
ES,OUTRAS,DOMICILIO,"< 9",M,7
ES,OUTRAS,HOSPITAL,"< 9",F,95
ES,OUTRAS,HOSPITAL,"< 9",I,2
ES,OUTRAS,HOSPITAL,"< 9",M,108
ES,OUTRAS,OUTRO,"< 9",F,2
ES,OUTRAS,OUTRO,"< 9",M,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,4
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,9
ES,OUTRAS,VIA_PUBLICA,"< 9",M,1
ES,COVID,HOSPITAL,"< 9",F,6
ES,COVID,HOSPITAL,"< 9",M,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,12
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,9
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,PNEUMONIA,DOMICILIO,"< 9",M,2
ES,PNEUMONIA,HOSPITAL,"< 9",F,45
ES,PNEUMONIA,HOSPITAL,"< 9",M,40
ES,PNEUMONIA,OUTRO,"< 9",M,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
ES,SEPTICEMIA,DOMICILIO,"< 9",F,1
ES,SEPTICEMIA,HOSPITAL,"< 9",F,63
ES,SEPTICEMIA,HOSPITAL,"< 9",I,1
ES,SEPTICEMIA,HOSPITAL,"< 9",M,79
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
ES,SRAG,HOSPITAL,"< 9",F,4
ES,SRAG,HOSPITAL,"< 9",M,5
GO,OUTRAS,AMBULANCIA,"< 9",F,1
GO,OUTRAS,DOMICILIO,"< 9",F,11
GO,OUTRAS,DOMICILIO,"< 9",M,10
GO,OUTRAS,HOSPITAL,"< 9",F,134
GO,OUTRAS,HOSPITAL,"< 9",I,1
GO,OUTRAS,HOSPITAL,"< 9",M,168
GO,OUTRAS,IGNORADO,"< 9",F,2
GO,OUTRAS,IGNORADO,"< 9",M,5
GO,OUTRAS,OUTRO,"< 9",F,4
GO,OUTRAS,OUTRO,"< 9",M,7
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,20
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,18
GO,OUTRAS,VIA_PUBLICA,"< 9",F,4
GO,OUTRAS,VIA_PUBLICA,"< 9",M,2
GO,COVID,HOSPITAL,"< 9",F,7
GO,COVID,HOSPITAL,"< 9",M,13
GO,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
GO,INDETERMINADA,HOSPITAL,"< 9",M,3
GO,INDETERMINADA,OUTRO,"< 9",F,1
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,34
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,52
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,5
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
GO,PNEUMONIA,DOMICILIO,"< 9",F,1
GO,PNEUMONIA,DOMICILIO,"< 9",M,3
GO,PNEUMONIA,HOSPITAL,"< 9",F,36
GO,PNEUMONIA,HOSPITAL,"< 9",M,27
GO,PNEUMONIA,IGNORADO,"< 9",F,2
GO,PNEUMONIA,IGNORADO,"< 9",M,3
GO,PNEUMONIA,OUTRO,"< 9",F,1
GO,PNEUMONIA,OUTRO,"< 9",M,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,4
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,6
GO,SEPTICEMIA,HOSPITAL,"< 9",F,72
GO,SEPTICEMIA,HOSPITAL,"< 9",M,85
GO,SEPTICEMIA,IGNORADO,"< 9",F,1
GO,SEPTICEMIA,IGNORADO,"< 9",M,1
GO,SEPTICEMIA,OUTRO,"< 9",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,8
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,8
GO,SRAG,HOSPITAL,"< 9",F,4
GO,SRAG,IGNORADO,"< 9",F,1
MA,OUTRAS,DOMICILIO,"< 9",F,16
MA,OUTRAS,DOMICILIO,"< 9",M,20
MA,OUTRAS,HOSPITAL,"< 9",F,190
MA,OUTRAS,HOSPITAL,"< 9",I,3
MA,OUTRAS,HOSPITAL,"< 9",M,232
MA,OUTRAS,IGNORADO,"< 9",F,2
MA,OUTRAS,IGNORADO,"< 9",M,1
MA,OUTRAS,OUTRO,"< 9",F,4
MA,OUTRAS,OUTRO,"< 9",M,10
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
MA,OUTRAS,VIA_PUBLICA,"< 9",F,3
MA,OUTRAS,VIA_PUBLICA,"< 9",M,4
MA,COVID,DOMICILIO,"< 9",F,1
MA,COVID,HOSPITAL,"< 9",F,5
MA,COVID,HOSPITAL,"< 9",M,7
MA,COVID,OUTRO,"< 9",M,1
MA,INDETERMINADA,HOSPITAL,"< 9",F,3
MA,INDETERMINADA,HOSPITAL,"< 9",M,4
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,37
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,27
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,2
MA,PNEUMONIA,DOMICILIO,"< 9",F,3
MA,PNEUMONIA,DOMICILIO,"< 9",M,1
MA,PNEUMONIA,HOSPITAL,"< 9",F,27
MA,PNEUMONIA,HOSPITAL,"< 9",M,28
MA,PNEUMONIA,OUTRO,"< 9",F,1
MA,PNEUMONIA,OUTRO,"< 9",M,2
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MA,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
MA,SEPTICEMIA,HOSPITAL,"< 9",F,53
MA,SEPTICEMIA,HOSPITAL,"< 9",M,68
MA,SEPTICEMIA,OUTRO,"< 9",M,3
MA,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
MA,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
MA,SRAG,DOMICILIO,"< 9",M,1
MA,SRAG,HOSPITAL,"< 9",F,2
MA,SRAG,HOSPITAL,"< 9",M,3
MG,OUTRAS,DOMICILIO,"< 9",F,41
MG,OUTRAS,DOMICILIO,"< 9",M,47
MG,OUTRAS,HOSPITAL,"< 9",F,621
MG,OUTRAS,HOSPITAL,"< 9",I,6
MG,OUTRAS,HOSPITAL,"< 9",M,648
MG,OUTRAS,IGNORADO,"< 9",F,5
MG,OUTRAS,IGNORADO,"< 9",M,4
MG,OUTRAS,OUTRO,"< 9",F,9
MG,OUTRAS,OUTRO,"< 9",I,1
MG,OUTRAS,OUTRO,"< 9",M,9
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,27
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,25
MG,OUTRAS,POSTO_SAUDE,"< 9",F,1
MG,OUTRAS,VIA_PUBLICA,"< 9",F,6
MG,OUTRAS,VIA_PUBLICA,"< 9",M,5
MG,COVID,DOMICILIO,"< 9",F,1
MG,COVID,DOMICILIO,"< 9",M,1
MG,COVID,HOSPITAL,"< 9",F,24
MG,COVID,HOSPITAL,"< 9",M,17
MG,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INDETERMINADA,DOMICILIO,"< 9",F,1
MG,INDETERMINADA,DOMICILIO,"< 9",M,2
MG,INDETERMINADA,HOSPITAL,"< 9",F,17
MG,INDETERMINADA,HOSPITAL,"< 9",M,8
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,7
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,3
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,109
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,146
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,2
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
MG,PNEUMONIA,DOMICILIO,"< 9",M,1
MG,PNEUMONIA,HOSPITAL,"< 9",F,87
MG,PNEUMONIA,HOSPITAL,"< 9",M,91
MG,PNEUMONIA,IGNORADO,"< 9",F,3
MG,PNEUMONIA,IGNORADO,"< 9",M,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
MG,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
MG,SEPTICEMIA,DOMICILIO,"< 9",F,1
MG,SEPTICEMIA,DOMICILIO,"< 9",M,1
MG,SEPTICEMIA,HOSPITAL,"< 9",F,229
MG,SEPTICEMIA,HOSPITAL,"< 9",M,304
MG,SEPTICEMIA,IGNORADO,"< 9",F,2
MG,SEPTICEMIA,IGNORADO,"< 9",M,4
MG,SEPTICEMIA,OUTRO,"< 9",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,SRAG,HOSPITAL,"< 9",F,8
MG,SRAG,HOSPITAL,"< 9",I,1
MG,SRAG,HOSPITAL,"< 9",M,13
MG,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MS,OUTRAS,DOMICILIO,"< 9",F,13
MS,OUTRAS,DOMICILIO,"< 9",M,20
MS,OUTRAS,HOSPITAL,"< 9",F,171
MS,OUTRAS,HOSPITAL,"< 9",I,2
MS,OUTRAS,HOSPITAL,"< 9",M,192
MS,OUTRAS,IGNORADO,"< 9",F,1
MS,OUTRAS,OUTRO,"< 9",F,1
MS,OUTRAS,OUTRO,"< 9",M,1
MS,OUTRAS,POSTO_SAUDE,"< 9",F,1
